date,location,debate,speakers,dialogue,word_count,candidate,withdrawn,avg_word_length
10/15/2019,Westerville,Fourth Debate,Burnett," I'm sorry, thank you. We're going to take another break now. The CNN-New York Times debate live from Otterbein University here in Ohio will be back in just a few moments. ",31,0,0,3.91
10/15/2019,Westerville,Fourth Debate,Cooper, And welcome back to the CNN-New York Times Democratic presidential debate. Mark Lacey from the New York Times starts off our questioning. Mark?,23,0,0,4.88
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you. Let's turn to the growing concerns over the power of big tech companies. Mr. Yang, Senator Warren is calling for companies like Facebook, Amazon, and Google to be broken up. Is she right? Does that need to happen?",40,0,0,4.27
10/15/2019,Westerville,Fourth Debate,Yang," As usual, Senator Warren is 100 percent right in diagnosing the problem. There are absolutely excesses in technology and in some cases having them divest parts of their business is the right move. But we also have to be realistic that competition doesn't solve all the problems. It's not like any of us wants to use the fourth best navigation app. That would be like cruel and unusual punishment. There is a reason why no one is using Bing today. Sorry, Microsoft. It's true. So it's not like breaking up these big tech companies will revive Main Street businesses around the country. And as the parent of two young children, I'm particularly concerned about screen use and its effect on our children. Studies clearly show that we're seeing record levels of anxiety and depression coincident with smartphone adoption and social media use. Breaking up the tech companies does nothing to make our kids healthier. What we have to do is we have to hone in on the specific problems we're trying to solve and use 21st century solutions for 21st century problems. Using a 20th century antitrust framework will not work. We need new solutions and a new toolkit.",199,1,0,4.51
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you. Senator Warren, is Mr. Yang wrong? Your response, please. WARREN: Look, I'm not willing to give up and let a handful of monopolists dominate our economy and our democracy. It's time to fight back. Think about it this way. When you talk about how it works in competition, about 8 percent, 9 percent of all retail sales happen at bricks and sticks stores, happen at Walmart. About 49 percent of all sales online happen in one place:  that's Amazon. It collects information from every little business, and then Amazon does something else. It runs the platform, gets all the information, and then goes into competition with those little businesses. Look, you get to be the umpire in the baseball game, or you get to have a team, but you don't get to do both at the same time. We need to enforce our antitrust laws, break up these giant companies that are dominating, big tech, big pharma, big oil, all of them.",164,0,0,4.27
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator. Mr. Steyer, your response?",7,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Steyer," Look, I agree with Senator Warren that, in fact, monopolies have to be dealt with. They either have to be broken up or regulated, and that's part of it. But we have to understand that Mr. Trump is going to be running on the economy. He's going to be saying he's the person who can make it grow. I started a business from scratch -- one room, no employers -- and built a multi-billion-dollar international business. We're going to have to show the American people that we don't just know how to tax and have programs to break up companies but also talk about prosperity, talk about investing in the American people, talk about harnessing the innovation and competition of the American private sector. In fact, if we want to beat Mr. Trump, I think somebody who can go toe to toe with him and show him to be a fraud and a failure as a businessperson, and a fraud and a failure as a steward of the American economy is going to be necessary. He is one. His tax plan's a failure. His trade war is a failure. I would love to take him on as a real businessman and show that, in fact, he's failed the American people, and he has to go.",215,1,0,3.94
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Mr. Steyer. Senator Booker, how do you respond? Would a President Booker break up big tech companies like Facebook and Amazon?",23,0,0,4.74
10/15/2019,Westerville,Fourth Debate,Booker," Anybody that does not think that we have a massive crisis in our democracy with the way these tech companies are being used, not just in terms of anti-competitive practices, but also to undermine our democracy -- we have seen it in the '16 election practices being used that have not been corrected now. We need regulation and reform. And antitrust, I mean Robert Bork right now is laughing in his sleep. We have a reality in this country where antitrust, from pharma to farms, is causing trouble, and we have to deal with this. As president of the United States, I will put people in place that enforce antitrust laws. And I want to say one last thing, and I feel qualified to say this as the vegan on the stage. Going back to the fact that we -- it's rich to me that we asked three people about their health when looking at this stage we know that the most unhealthy person running for the presidency in 2020 is Donald Trump.",173,1,0,4.24
10/15/2019,Westerville,Fourth Debate,Lacey," Thank you, Senator. Congressman O'Rourke, you say you're not sure if it's appropriate for a president to designate which companies should be broken up. So what's the proper level of oversight here?",32,0,0,4.36
10/15/2019,Westerville,Fourth Debate,O'rourke," Yeah, we need to set very tough, very clear, transparent rules of the road, the kind of rules that we do not have today, that allow these social media platforms, where we, the people, have become the product, to abuse that public trust, and to do so at extraordinary profits. Right now, we treat them functionally as a utility, when, in reality, they're more akin to a publisher. They curate the content that we see. Our pictures and personal information that they share with others, we would allow no publisher to do what Facebook is doing, to publish that ad that Senator Warren has rightfully called out, that CNN has refused to air because it is untrue and tells lies about the vice president, treat them like the publisher that they are. That's what I will do as president. And we will be unafraid to break up big businesses if we have to do that, but I don't think it is the role of a president or a candidate for the presidency to specifically call out which companies will be broken up. That's something that Donald Trump has done, in part because he sees enemies in the press and wants to diminish their power. It's not something that we should do. So tough rules of the road, protect your personal information, privacy, and data, and be fearless in the face of these tech giants.",234,1,1,4.26
