date,debate_name,debate_section,speaker,speech,speaking_time_seconds
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Don Lemon,"Welcome back to the CNN Democratic presidential debate live from Detroit. Let’s turn now to the economy. Congressman Ryan, President Trump’s tariffs have boosted the US steel industry, but hurt auto manufacturers like those here in Michigan, which could drive up the cost of cars. As president, would you continue President Trump’s steel tariffs?",20.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Tim Ryan,"Look, I think President Trump was onto something when he talked about China. China has been abusing the economic system for a long time. They steal intellectual property. They subsidize goods coming into this country. They’ve displaced steel workers, auto workers across the board, eroded our manufacturing.",18.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Tim Ryan,"We basically transferred our wealth of our middle class, either up to the top 1% or to China for them to build their military. So I think we need some targeted response against China. But you know how you beat China? You out-compete them. And that’s why I’d put a chief manufacturing officer in place to make sure that we rebuild the manufacturing base. We’ve got to fill these factories in Detroit, in Youngstown, that used to make cars and steel. We’ve got to fill them with workers who are making electric vehicles, batteries, charging stations, make sure they’re making solar panels.",32.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Tim Ryan,"As I said earlier, China dominates 60% of the solar panel market. They dominate 50-60% of the electric vehicle market. We’re going to make 10 million electric vehicles somewhere in the world in the next 10 years; I want them made in the United States. That’s why I have a chief manufacturing officer that will sit in the-",16.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Speaker 1,Congressman.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Tim Ryan,… White House and help drive this agenda.,2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Speaker 1,"Thank you. Just as a point of clarification, as president, would you continue President Trump’s steel tariffs, yes or no?",5.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Tim Ryan,"Well, I would have to reevaluate. I think some of them are effective, but he’s bungled the whole thing, obviously. See, here’s the problem with President Trump. One of many. He has a tactical move. What’s the grand strategy for the United States? China has a 100-year plan, a 50-year plan, a 30-year plan, a 20-year plan. We live in a 24-hour news cycle. That spells disaster for our economy, and disaster for our global politics.",26.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Speaker 1,"Thank you, Congressman. Congressman Delaney, your response.",3.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",John Delaney,"So listen, this is what I don’t understand. President Trump wants to build physical walls and beats up on immigrants. Most of the folks running for president want to build economic walls to free trade and beat up on President Obama.",16.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",John Delaney,"I’m the only one running for president who actually supports the Trans-Pacific Partnership. President Obama was right about that. We should be getting back in that. Senator Warren just issued a trade plan [crosstalk 00:02:32] that would prevent the United States from trading with its allies. We can’t go and we can’t isolate ourselves from the world. We have to engage with fair, rules-based trade.",22.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Speaker 1,"Thank you, Congressman Delaney. Senator Warren, please respond.",2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Elizabeth Warren,"For decades we have had a trade policy that has been written by giant, multinational corporations to help giant, multinational corporations. They have no loyalty to America. They have no patriotism. If they can save a nickel by moving a job to Mexico, they’ll do it in a heartbeat. If they can continue a polluting plant by moving it to Vietnam, they’ll do it in a heartbeat.",25.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Elizabeth Warren,"I have put out a new comprehensive plan that says we’re not going to do it that way. We’re going to negotiate our deals with unions at the table, with small businesses at the table, with small farmers at the table, with environmentalists at the table, with human rights activists at the table. And then we’re going to use the fact that everybody in the world wants to get to America’s markets. They want to sell to you.",25.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",John Delaney,That was the TPP.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Elizabeth Warren,I’ll finish.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Speaker 1,Congressman Delaney.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",John Delaney,Sorry.,0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Speaker 1,Thank you. Senator.,5.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Elizabeth Warren,Is everyone wants to get to American markets.,1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Speaker 1,"Thank you, Senator.",1.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Elizabeth Warren,No. So the question is-,2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Speaker 1,"Senator, thank you. Please abide by the rules.",0.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Elizabeth Warren,We need to raise our standards.,3.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",Speaker 1,"Congressman Delaney, it’s your turn. Thank you, Senator. Congressman Delaney.",2.0
07-30-2019,"Transcript of July Democratic Debate 2nd Round Night 1: Full Transcript July 30, 2019","Part 3: Trade Policy, National Security",John Delaney,"So, that was the Trans-Pacific partnership. I think President Obama was right. He did include environmental standards. He did include labor standards. We would be in an entirely different position with China if we had entered the Trans-Pacific partnership.",12.0
